date,10min,time,value
29.01.21  ,3,21:20:00,75.333
29.01.21  ,4,21:30:00,75.1
29.01.21  ,5,21:40:00,73.467
29.01.21  ,6,21:50:00,71.267
29.01.21  ,1,22:00:00,69.733
29.01.21  ,2,22:10:00,69.1
29.01.21  ,3,22:20:00,68.667
29.01.21  ,4,22:30:00,67.667
29.01.21  ,5,22:40:00,68.3
29.01.21  ,6,22:50:00,70.033
29.01.21  ,1,23:00:00,67.767
29.01.21  ,2,23:10:00,64.867
29.01.21  ,3,23:20:00,63.033
29.01.21  ,4,23:30:00,63.767
29.01.21  ,5,23:40:00,63.8
29.01.21  ,6,23:50:00,61.4
30.01.21  ,1,00:00:00,58.333
30.01.21  ,2,00:10:00,56.733
30.01.21  ,3,00:20:00,57.233
30.01.21  ,4,00:30:00,54.6
30.01.21  ,5,00:40:00,53.9
30.01.21  ,6,00:50:00,54.733
30.01.21  ,1,01:00:00,53.467
30.01.21  ,2,01:10:00,50.467
30.01.21  ,3,01:20:00,48.7
30.01.21  ,4,01:30:00,47.033
30.01.21  ,5,01:40:00,46.467
30.01.21  ,6,01:50:00,45.667
30.01.21  ,1,02:00:00,45.567
30.01.21  ,2,02:10:00,44.2
30.01.21  ,3,02:20:00,43.3
30.01.21  ,4,02:30:00,42.333
30.01.21  ,5,02:40:00,42.167
30.01.21  ,6,02:50:00,42.733
30.01.21  ,1,03:00:00,40.4
30.01.21  ,2,03:10:00,40.133
30.01.21  ,3,03:20:00,39.433
30.01.21  ,4,03:30:00,38.233
30.01.21  ,5,03:40:00,39.067
30.01.21  ,6,03:50:00,39.5
30.01.21  ,1,04:00:00,39.733
30.01.21  ,2,04:10:00,40.5
30.01.21  ,3,04:20:00,39.7
30.01.21  ,4,04:30:00,40.067
30.01.21  ,5,04:40:00,40.733
30.01.21  ,6,04:50:00,40.167
30.01.21  ,1,05:00:00,40.633
30.01.21  ,2,05:10:00,41.6
30.01.21  ,3,05:20:00,40.867
30.01.21  ,4,05:30:00,40.5
30.01.21  ,5,05:40:00,41.033
30.01.21  ,6,05:50:00,42.467
30.01.21  ,1,06:00:00,41.5
30.01.21  ,2,06:10:00,42.133
30.01.21  ,3,06:20:00,43.233
30.01.21  ,4,06:30:00,42.533
30.01.21  ,5,06:40:00,41.667
30.01.21  ,6,06:50:00,44.467
30.01.21  ,1,07:00:00,43.0
30.01.21  ,2,07:10:00,43.3
30.01.21  ,3,07:20:00,45.567
30.01.21  ,4,07:30:00,44.067
30.01.21  ,5,07:40:00,45.067
30.01.21  ,6,07:50:00,46.533
30.01.21  ,1,08:00:00,49.467
30.01.21  ,2,08:10:00,49.367
30.01.21  ,3,08:20:00,49.733
30.01.21  ,4,08:30:00,48.4
30.01.21  ,5,08:40:00,48.867
30.01.21  ,6,08:50:00,50.4
30.01.21  ,1,09:00:00,50.7
30.01.21  ,2,09:10:00,52.1
30.01.21  ,3,09:20:00,56.533
30.01.21  ,4,09:30:00,57.233
30.01.21  ,5,09:40:00,56.467
30.01.21  ,6,09:50:00,58.967
30.01.21  ,1,10:00:00,61.633
30.01.21  ,2,10:10:00,60.167
30.01.21  ,3,10:20:00,64.133
30.01.21  ,4,10:30:00,60.667
30.01.21  ,5,10:40:00,60.067
30.01.21  ,6,10:50:00,62.067
30.01.21  ,1,11:00:00,64.167
30.01.21  ,2,11:10:00,65.833
30.01.21  ,3,11:20:00,63.333
30.01.21  ,4,11:30:00,64.233
30.01.21  ,5,11:40:00,61.967
30.01.21  ,6,11:50:00,64.5
30.01.21  ,1,12:00:00,65.9
30.01.21  ,2,12:10:00,62.867
30.01.21  ,3,12:20:00,62.033
30.01.21  ,4,12:30:00,64.433
30.01.21  ,5,12:40:00,66.867
30.01.21  ,6,12:50:00,63.933
30.01.21  ,1,13:00:00,59.167
30.01.21  ,2,13:10:00,57.567
30.01.21  ,3,13:20:00,61.3
30.01.21  ,4,13:30:00,55.467
30.01.21  ,5,13:40:00,57.3
30.01.21  ,6,13:50:00,57.6
30.01.21  ,1,14:00:00,56.7
30.01.21  ,2,14:10:00,52.133
30.01.21  ,3,14:20:00,48.0
30.01.21  ,4,14:30:00,46.5
30.01.21  ,5,14:40:00,43.833
30.01.21  ,6,14:50:00,47.133
30.01.21  ,1,15:00:00,49.5
30.01.21  ,2,15:10:00,43.233
30.01.21  ,3,15:20:00,39.6
30.01.21  ,4,15:30:00,47.0
30.01.21  ,5,15:40:00,52.0
30.01.21  ,6,15:50:00,56.5
30.01.21  ,1,16:00:00,58.4
30.01.21  ,2,16:10:00,58.7
30.01.21  ,3,16:20:00,59.7
30.01.21  ,4,16:30:00,62.467
30.01.21  ,5,16:40:00,63.7
30.01.21  ,6,16:50:00,63.733
30.01.21  ,1,17:00:00,63.867
30.01.21  ,2,17:10:00,66.1
30.01.21  ,3,17:20:00,64.533
30.01.21  ,4,17:30:00,65.2
30.01.21  ,5,17:40:00,70.0
30.01.21  ,6,17:50:00,73.667
30.01.21  ,1,18:00:00,77.367
30.01.21  ,2,18:10:00,80.5
30.01.21  ,3,18:20:00,81.633
30.01.21  ,4,18:30:00,79.433
30.01.21  ,5,18:40:00,78.433
30.01.21  ,6,18:50:00,79.433
30.01.21  ,1,19:00:00,79.233
30.01.21  ,2,19:10:00,78.0
30.01.21  ,3,19:20:00,77.567
30.01.21  ,4,19:30:00,76.0
30.01.21  ,5,19:40:00,75.633
30.01.21  ,6,19:50:00,77.3
30.01.21  ,1,20:00:00,75.867
30.01.21  ,2,20:10:00,74.933
30.01.21  ,3,20:20:00,71.7
30.01.21  ,4,20:30:00,68.9
30.01.21  ,5,20:40:00,69.267
30.01.21  ,6,20:50:00,68.6
30.01.21  ,1,21:00:00,70.533
30.01.21  ,2,21:10:00,68.2
30.01.21  ,3,21:20:00,66.567
30.01.21  ,4,21:30:00,67.5
30.01.21  ,5,21:40:00,66.367
30.01.21  ,6,21:50:00,66.2
30.01.21  ,1,22:00:00,64.667
30.01.21  ,2,22:10:00,62.0
30.01.21  ,3,22:20:00,61.367
30.01.21  ,4,22:30:00,61.133
30.01.21  ,5,22:40:00,60.8
30.01.21  ,6,22:50:00,58.567
30.01.21  ,1,23:00:00,55.0
30.01.21  ,2,23:10:00,53.033
30.01.21  ,3,23:20:00,54.9
30.01.21  ,4,23:30:00,53.5
30.01.21  ,5,23:40:00,52.267
30.01.21  ,6,23:50:00,52.267
31.01.21  ,1,00:00:00,51.767
31.01.21  ,2,00:10:00,48.633
31.01.21  ,3,00:20:00,47.567
31.01.21  ,4,00:30:00,46.9
31.01.21  ,5,00:40:00,45.7
31.01.21  ,6,00:50:00,43.6
31.01.21  ,1,01:00:00,42.367
31.01.21  ,2,01:10:00,42.3
31.01.21  ,3,01:20:00,43.4
31.01.21  ,4,01:30:00,41.367
31.01.21  ,5,01:40:00,41.267
31.01.21  ,6,01:50:00,40.567
31.01.21  ,1,02:00:00,41.533
31.01.21  ,2,02:10:00,41.233
31.01.21  ,3,02:20:00,39.367
31.01.21  ,4,02:30:00,39.367
31.01.21  ,5,02:40:00,39.8
31.01.21  ,6,02:50:00,39.133
31.01.21  ,1,03:00:00,37.9
31.01.21  ,2,03:10:00,39.667
31.01.21  ,3,03:20:00,38.767
31.01.21  ,4,03:30:00,36.467
31.01.21  ,5,03:40:00,36.167
31.01.21  ,6,03:50:00,36.733
31.01.21  ,1,04:00:00,36.1
31.01.21  ,2,04:10:00,35.5
31.01.21  ,3,04:20:00,37.033
31.01.21  ,4,04:30:00,34.933
31.01.21  ,5,04:40:00,35.8
31.01.21  ,6,04:50:00,36.1
31.01.21  ,1,05:00:00,36.233
31.01.21  ,2,05:10:00,36.333
31.01.21  ,3,05:20:00,37.4
31.01.21  ,4,05:30:00,36.667
31.01.21  ,5,05:40:00,35.533
31.01.21  ,6,05:50:00,36.5
31.01.21  ,1,06:00:00,38.467
31.01.21  ,2,06:10:00,38.867
31.01.21  ,3,06:20:00,41.333
31.01.21  ,4,06:30:00,42.1
31.01.21  ,5,06:40:00,42.0
31.01.21  ,6,06:50:00,40.967
31.01.21  ,1,07:00:00,42.733
31.01.21  ,2,07:10:00,42.8
31.01.21  ,3,07:20:00,41.467
31.01.21  ,4,07:30:00,42.7
31.01.21  ,5,07:40:00,43.367
31.01.21  ,6,07:50:00,44.967
31.01.21  ,1,08:00:00,45.833
31.01.21  ,2,08:10:00,45.133
31.01.21  ,3,08:20:00,43.5
31.01.21  ,4,08:30:00,41.933
31.01.21  ,5,08:40:00,39.667
31.01.21  ,6,08:50:00,37.633
31.01.21  ,1,09:00:00,38.367
31.01.21  ,2,09:10:00,39.233
31.01.21  ,3,09:20:00,38.0
31.01.21  ,4,09:30:00,35.233
31.01.21  ,5,09:40:00,34.733
31.01.21  ,6,09:50:00,33.933
31.01.21  ,1,10:00:00,33.5
31.01.21  ,2,10:10:00,34.1
31.01.21  ,3,10:20:00,35.567
31.01.21  ,4,10:30:00,30.8
31.01.21  ,5,10:40:00,29.433
31.01.21  ,6,10:50:00,26.533
31.01.21  ,1,11:00:00,21.033
31.01.21  ,2,11:10:00,24.9
31.01.21  ,3,11:20:00,21.367
31.01.21  ,4,11:30:00,19.833
31.01.21  ,5,11:40:00,19.633
31.01.21  ,6,11:50:00,21.0
31.01.21  ,1,12:00:00,19.4
31.01.21  ,2,12:10:00,20.467
31.01.21  ,3,12:20:00,19.7
31.01.21  ,4,12:30:00,22.133
31.01.21  ,5,12:40:00,18.867
31.01.21  ,6,12:50:00,17.167
31.01.21  ,1,13:00:00,19.267
31.01.21  ,2,13:10:00,19.9
31.01.21  ,3,13:20:00,16.3
31.01.21  ,4,13:30:00,17.067
31.01.21  ,5,13:40:00,19.233
31.01.21  ,6,13:50:00,20.567
31.01.21  ,1,14:00:00,19.6
31.01.21  ,2,14:10:00,19.5
31.01.21  ,3,14:20:00,21.3
31.01.21  ,4,14:30:00,27.233
31.01.21  ,5,14:40:00,19.033
31.01.21  ,6,14:50:00,21.133
31.01.21  ,1,15:00:00,23.133
31.01.21  ,2,15:10:00,24.967
31.01.21  ,3,15:20:00,28.7
31.01.21  ,4,15:30:00,36.333
31.01.21  ,5,15:40:00,34.6
31.01.21  ,6,15:50:00,36.8
31.01.21  ,1,16:00:00,41.5
31.01.21  ,2,16:10:00,41.067
31.01.21  ,3,16:20:00,42.9
31.01.21  ,4,16:30:00,39.8
31.01.21  ,5,16:40:00,41.8
31.01.21  ,6,16:50:00,48.1
31.01.21  ,1,17:00:00,51.833
31.01.21  ,2,17:10:00,52.467
31.01.21  ,3,17:20:00,57.067
31.01.21  ,4,17:30:00,60.6
31.01.21  ,5,17:40:00,65.033
31.01.21  ,6,17:50:00,66.933
31.01.21  ,1,18:00:00,67.667
31.01.21  ,2,18:10:00,69.267
31.01.21  ,3,18:20:00,71.633
31.01.21  ,4,18:30:00,70.8
31.01.21  ,5,18:40:00,69.9
31.01.21  ,6,18:50:00,71.7
31.01.21  ,1,19:00:00,70.433
31.01.21  ,2,19:10:00,72.433
31.01.21  ,3,19:20:00,70.967
31.01.21  ,4,19:30:00,69.8
31.01.21  ,5,19:40:00,68.567
31.01.21  ,6,19:50:00,66.633
31.01.21  ,1,20:00:00,67.6
31.01.21  ,2,20:10:00,66.067
31.01.21  ,3,20:20:00,68.633
31.01.21  ,4,20:30:00,69.867
31.01.21  ,5,20:40:00,68.833
31.01.21  ,6,20:50:00,68.8
31.01.21  ,1,21:00:00,69.233
31.01.21  ,2,21:10:00,65.1
31.01.21  ,3,21:20:00,64.2
31.01.21  ,4,21:30:00,65.367
31.01.21  ,5,21:40:00,65.133
31.01.21  ,6,21:50:00,62.967
31.01.21  ,1,22:00:00,66.267
31.01.21  ,2,22:10:00,64.733
31.01.21  ,3,22:20:00,62.6
31.01.21  ,4,22:30:00,61.2
31.01.21  ,5,22:40:00,62.033
31.01.21  ,6,22:50:00,60.033
31.01.21  ,1,23:00:00,61.667
31.01.21  ,2,23:10:00,58.667
31.01.21  ,3,23:20:00,56.867
31.01.21  ,4,23:30:00,56.633
31.01.21  ,5,23:40:00,53.967
31.01.21  ,6,23:50:00,51.5
01.02.21  ,1,00:00:00,48.933
01.02.21  ,2,00:10:00,49.067
01.02.21  ,3,00:20:00,50.633
01.02.21  ,4,00:30:00,48.833
01.02.21  ,5,00:40:00,45.767
01.02.21  ,6,00:50:00,43.2
01.02.21  ,1,01:00:00,43.833
01.02.21  ,2,01:10:00,42.167
01.02.21  ,3,01:20:00,40.933
01.02.21  ,4,01:30:00,40.233
01.02.21  ,5,01:40:00,41.067
01.02.21  ,6,01:50:00,39.5
01.02.21  ,1,02:00:00,39.633
01.02.21  ,2,02:10:00,37.367
01.02.21  ,3,02:20:00,38.333
01.02.21  ,4,02:30:00,38.8
01.02.21  ,5,02:40:00,36.567
01.02.21  ,6,02:50:00,35.767
01.02.21  ,1,03:00:00,35.033
01.02.21  ,2,03:10:00,36.567
01.02.21  ,3,03:20:00,35.567
01.02.21  ,4,03:30:00,35.733
01.02.21  ,5,03:40:00,35.5
01.02.21  ,6,03:50:00,35.667
01.02.21  ,1,04:00:00,35.533
01.02.21  ,2,04:10:00,35.633
01.02.21  ,3,04:20:00,34.333
01.02.21  ,4,04:30:00,35.267
01.02.21  ,5,04:40:00,34.033
01.02.21  ,6,04:50:00,33.9
01.02.21  ,1,05:00:00,34.033
01.02.21  ,2,05:10:00,33.667
01.02.21  ,3,05:20:00,35.533
01.02.21  ,4,05:30:00,36.8
01.02.21  ,5,05:40:00,35.367
01.02.21  ,6,05:50:00,35.2
01.02.21  ,1,06:00:00,36.533
01.02.21  ,2,06:10:00,37.567
01.02.21  ,3,06:20:00,40.033
01.02.21  ,4,06:30:00,41.467
01.02.21  ,5,06:40:00,41.767
01.02.21  ,6,06:50:00,41.6
01.02.21  ,1,07:00:00,44.567
01.02.21  ,2,07:10:00,47.167
01.02.21  ,3,07:20:00,48.2
01.02.21  ,4,07:30:00,48.133
01.02.21  ,5,07:40:00,46.8
01.02.21  ,6,07:50:00,45.8
01.02.21  ,1,08:00:00,45.4
01.02.21  ,2,08:10:00,45.4
01.02.21  ,3,08:20:00,44.567
01.02.21  ,4,08:30:00,48.667
01.02.21  ,5,08:40:00,45.733
01.02.21  ,6,08:50:00,48.133
01.02.21  ,1,09:00:00,49.067
01.02.21  ,2,09:10:00,48.733
01.02.21  ,3,09:20:00,46.0
01.02.21  ,4,09:30:00,46.8
01.02.21  ,5,09:40:00,48.9
01.02.21  ,6,09:50:00,48.0
01.02.21  ,1,10:00:00,47.367
01.02.21  ,2,10:10:00,46.9
01.02.21  ,3,10:20:00,43.4
01.02.21  ,4,10:30:00,45.933
01.02.21  ,5,10:40:00,46.0
01.02.21  ,6,10:50:00,39.333
01.02.21  ,1,11:00:00,42.7
01.02.21  ,2,11:10:00,41.833
01.02.21  ,3,11:20:00,38.5
01.02.21  ,4,11:30:00,40.333
01.02.21  ,5,11:40:00,39.667
01.02.21  ,6,11:50:00,35.2
01.02.21  ,1,12:00:00,38.8
01.02.21  ,2,12:10:00,39.033
01.02.21  ,3,12:20:00,42.133
01.02.21  ,4,12:30:00,43.033
01.02.21  ,5,12:40:00,38.733
01.02.21  ,6,12:50:00,32.6
01.02.21  ,1,13:00:00,42.167
01.02.21  ,2,13:10:00,37.833
01.02.21  ,3,13:20:00,38.9
01.02.21  ,4,13:30:00,38.367
01.02.21  ,5,13:40:00,40.5
01.02.21  ,6,13:50:00,38.3
01.02.21  ,1,14:00:00,35.067
01.02.21  ,2,14:10:00,44.067
01.02.21  ,3,14:20:00,41.233
01.02.21  ,4,14:30:00,38.633
01.02.21  ,5,14:40:00,44.867
01.02.21  ,6,14:50:00,46.167
01.02.21  ,1,15:00:00,37.733
01.02.21  ,2,15:10:00,45.467
01.02.21  ,3,15:20:00,43.567
01.02.21  ,4,15:30:00,46.1
01.02.21  ,5,15:40:00,46.7
01.02.21  ,6,15:50:00,48.533
01.02.21  ,1,16:00:00,50.033
01.02.21  ,2,16:10:00,48.2
01.02.21  ,3,16:20:00,48.667
01.02.21  ,4,16:30:00,51.033
01.02.21  ,5,16:40:00,52.8
01.02.21  ,6,16:50:00,51.5
01.02.21  ,1,17:00:00,51.333
01.02.21  ,2,17:10:00,51.467
01.02.21  ,3,17:20:00,55.333
01.02.21  ,4,17:30:00,57.3
01.02.21  ,5,17:40:00,58.067
01.02.21  ,6,17:50:00,62.0
01.02.21  ,1,18:00:00,64.467
01.02.21  ,2,18:10:00,62.133
01.02.21  ,3,18:20:00,64.633
01.02.21  ,4,18:30:00,64.9
01.02.21  ,5,18:40:00,64.8
01.02.21  ,6,18:50:00,65.2
01.02.21  ,1,19:00:00,66.833
01.02.21  ,2,19:10:00,65.9
01.02.21  ,3,19:20:00,67.2
01.02.21  ,4,19:30:00,71.133
01.02.21  ,5,19:40:00,70.333
01.02.21  ,6,19:50:00,67.933
01.02.21  ,1,20:00:00,68.567
01.02.21  ,2,20:10:00,66.667
01.02.21  ,3,20:20:00,67.567
01.02.21  ,4,20:30:00,67.433
01.02.21  ,5,20:40:00,64.167
01.02.21  ,6,20:50:00,64.333
01.02.21  ,1,21:00:00,64.667
01.02.21  ,2,21:10:00,65.567
01.02.21  ,3,21:20:00,63.167
01.02.21  ,4,21:30:00,64.467
01.02.21  ,5,21:40:00,62.567
01.02.21  ,6,21:50:00,62.067
01.02.21  ,1,22:00:00,59.9
01.02.21  ,2,22:10:00,57.667
01.02.21  ,3,22:20:00,55.633
01.02.21  ,4,22:30:00,56.0
01.02.21  ,5,22:40:00,52.2
01.02.21  ,6,22:50:00,49.433
01.02.21  ,1,23:00:00,48.967
01.02.21  ,2,23:10:00,48.433
01.02.21  ,3,23:20:00,47.4
01.02.21  ,4,23:30:00,47.3
01.02.21  ,5,23:40:00,46.667
01.02.21  ,6,23:50:00,44.2
02.02.21  ,1,00:00:00,43.067
02.02.21  ,2,00:10:00,42.867
02.02.21  ,3,00:20:00,42.5
02.02.21  ,4,00:30:00,41.2
02.02.21  ,5,00:40:00,38.933
02.02.21  ,6,00:50:00,38.067
02.02.21  ,1,01:00:00,38.4
02.02.21  ,2,01:10:00,37.267
02.02.21  ,3,01:20:00,36.733
02.02.21  ,4,01:30:00,37.2
02.02.21  ,5,01:40:00,35.0
02.02.21  ,6,01:50:00,35.567
02.02.21  ,1,02:00:00,34.567
02.02.21  ,2,02:10:00,33.5
02.02.21  ,3,02:20:00,33.1
02.02.21  ,4,02:30:00,33.1
02.02.21  ,5,02:40:00,32.8
02.02.21  ,6,02:50:00,32.0
02.02.21  ,1,03:00:00,32.7
02.02.21  ,2,03:10:00,32.467
02.02.21  ,3,03:20:00,31.4
02.02.21  ,4,03:30:00,32.767
02.02.21  ,5,03:40:00,31.267
02.02.21  ,6,03:50:00,30.7
02.02.21  ,1,04:00:00,31.067
02.02.21  ,2,04:10:00,31.467
02.02.21  ,3,04:20:00,31.5
02.02.21  ,4,04:30:00,33.167
02.02.21  ,5,04:40:00,32.433
02.02.21  ,6,04:50:00,32.933
02.02.21  ,1,05:00:00,31.7
02.02.21  ,2,05:10:00,33.0
02.02.21  ,3,05:20:00,33.0
02.02.21  ,4,05:30:00,34.8
02.02.21  ,5,05:40:00,32.5
02.02.21  ,6,05:50:00,34.233
02.02.21  ,1,06:00:00,35.333
02.02.21  ,2,06:10:00,37.967
02.02.21  ,3,06:20:00,39.567
02.02.21  ,4,06:30:00,40.967
02.02.21  ,5,06:40:00,40.067
02.02.21  ,6,06:50:00,39.267
02.02.21  ,1,07:00:00,39.533
02.02.21  ,2,07:10:00,41.567
02.02.21  ,3,07:20:00,43.033
02.02.21  ,4,07:30:00,42.833
02.02.21  ,5,07:40:00,43.833
02.02.21  ,6,07:50:00,43.733
02.02.21  ,1,08:00:00,46.7
02.02.21  ,2,08:10:00,45.267
02.02.21  ,3,08:20:00,48.8
02.02.21  ,4,08:30:00,49.167
02.02.21  ,5,08:40:00,49.333
02.02.21  ,6,08:50:00,46.633
02.02.21  ,1,09:00:00,42.267
02.02.21  ,2,09:10:00,40.233
02.02.21  ,3,09:20:00,39.033
02.02.21  ,4,09:30:00,37.567
02.02.21  ,5,09:40:00,34.467
02.02.21  ,6,09:50:00,37.6
02.02.21  ,1,10:00:00,28.733
02.02.21  ,2,10:10:00,25.8
02.02.21  ,3,10:20:00,26.3
02.02.21  ,4,10:30:00,25.7
02.02.21  ,5,10:40:00,34.667
02.02.21  ,6,10:50:00,36.5
02.02.21  ,1,11:00:00,27.167
02.02.21  ,2,11:10:00,22.767
02.02.21  ,3,11:20:00,30.8
02.02.21  ,4,11:30:00,24.5
02.02.21  ,5,11:40:00,28.7
02.02.21  ,6,11:50:00,26.867
02.02.21  ,1,12:00:00,24.733
02.02.21  ,2,12:10:00,25.467
02.02.21  ,3,12:20:00,31.133
02.02.21  ,4,12:30:00,32.6
02.02.21  ,5,12:40:00,31.267
02.02.21  ,6,12:50:00,28.033
02.02.21  ,1,13:00:00,27.3
02.02.21  ,2,13:10:00,28.333
02.02.21  ,3,13:20:00,33.133
02.02.21  ,4,13:30:00,34.1
02.02.21  ,5,13:40:00,40.033
02.02.21  ,6,13:50:00,40.1
02.02.21  ,1,14:00:00,43.267
02.02.21  ,2,14:10:00,41.3
02.02.21  ,3,14:20:00,33.633
02.02.21  ,4,14:30:00,32.633
02.02.21  ,5,14:40:00,39.333
02.02.21  ,6,14:50:00,41.6
02.02.21  ,1,15:00:00,41.367
02.02.21  ,2,15:10:00,39.367
02.02.21  ,3,15:20:00,38.067
02.02.21  ,4,15:30:00,41.033
02.02.21  ,5,15:40:00,40.3
02.02.21  ,6,15:50:00,39.267
02.02.21  ,1,16:00:00,40.433
02.02.21  ,2,16:10:00,41.167
02.02.21  ,3,16:20:00,39.567
02.02.21  ,4,16:30:00,42.867
02.02.21  ,5,16:40:00,44.733
02.02.21  ,6,16:50:00,44.933
02.02.21  ,1,17:00:00,47.9
02.02.21  ,2,17:10:00,48.133
02.02.21  ,3,17:20:00,52.2
02.02.21  ,4,17:30:00,54.2
02.02.21  ,5,17:40:00,58.067
02.02.21  ,6,17:50:00,60.733
02.02.21  ,1,18:00:00,62.3
02.02.21  ,2,18:10:00,61.5
02.02.21  ,3,18:20:00,63.3
02.02.21  ,4,18:30:00,65.967
02.02.21  ,5,18:40:00,66.667
02.02.21  ,6,18:50:00,67.5
02.02.21  ,1,19:00:00,68.767
02.02.21  ,2,19:10:00,69.8
02.02.21  ,3,19:20:00,68.333
02.02.21  ,4,19:30:00,68.8
02.02.21  ,5,19:40:00,67.533
02.02.21  ,6,19:50:00,66.833
02.02.21  ,1,20:00:00,65.1
02.02.21  ,2,20:10:00,62.767
02.02.21  ,3,20:20:00,64.567
02.02.21  ,4,20:30:00,67.2
02.02.21  ,5,20:40:00,65.867
02.02.21  ,6,20:50:00,64.067
02.02.21  ,1,21:00:00,63.1
02.02.21  ,2,21:10:00,64.133
02.02.21  ,3,21:20:00,62.9
02.02.21  ,4,21:30:00,63.1
02.02.21  ,5,21:40:00,61.033
02.02.21  ,6,21:50:00,60.967
02.02.21  ,1,22:00:00,59.267
02.02.21  ,2,22:10:00,56.533
02.02.21  ,3,22:20:00,56.0
02.02.21  ,4,22:30:00,54.7
02.02.21  ,5,22:40:00,53.1
02.02.21  ,6,22:50:00,50.067
02.02.21  ,1,23:00:00,48.467
02.02.21  ,2,23:10:00,46.133
02.02.21  ,3,23:20:00,46.7
02.02.21  ,4,23:30:00,44.433
02.02.21  ,5,23:40:00,45.167
02.02.21  ,6,23:50:00,42.233
03.02.21  ,1,00:00:00,43.2
03.02.21  ,2,00:10:00,41.6
03.02.21  ,3,00:20:00,41.267
03.02.21  ,4,00:30:00,40.167
03.02.21  ,5,00:40:00,38.567
03.02.21  ,6,00:50:00,38.3
03.02.21  ,1,01:00:00,38.133
03.02.21  ,2,01:10:00,37.667
03.02.21  ,3,01:20:00,37.533
03.02.21  ,4,01:30:00,35.233
03.02.21  ,5,01:40:00,35.567
03.02.21  ,6,01:50:00,34.2
03.02.21  ,1,02:00:00,35.7
03.02.21  ,2,02:10:00,33.933
03.02.21  ,3,02:20:00,32.633
03.02.21  ,4,02:30:00,32.1
03.02.21  ,5,02:40:00,32.8
03.02.21  ,6,02:50:00,31.467
03.02.21  ,1,03:00:00,30.767
03.02.21  ,2,03:10:00,30.467
03.02.21  ,3,03:20:00,31.0
03.02.21  ,4,03:30:00,30.633
03.02.21  ,5,03:40:00,29.433
03.02.21  ,6,03:50:00,30.3
03.02.21  ,1,04:00:00,30.233
03.02.21  ,2,04:10:00,30.6
03.02.21  ,3,04:20:00,30.267
03.02.21  ,4,04:30:00,29.8
03.02.21  ,5,04:40:00,31.167
03.02.21  ,6,04:50:00,31.933
03.02.21  ,1,05:00:00,31.9
03.02.21  ,2,05:10:00,31.5
03.02.21  ,3,05:20:00,32.367
03.02.21  ,4,05:30:00,32.533
03.02.21  ,5,05:40:00,33.0
03.02.21  ,6,05:50:00,32.533
03.02.21  ,1,06:00:00,32.167
03.02.21  ,2,06:10:00,35.0
03.02.21  ,3,06:20:00,36.4
03.02.21  ,4,06:30:00,37.567
03.02.21  ,5,06:40:00,36.7
03.02.21  ,6,06:50:00,39.267
03.02.21  ,1,07:00:00,38.067
03.02.21  ,2,07:10:00,42.067
03.02.21  ,3,07:20:00,44.967
03.02.21  ,4,07:30:00,46.1
03.02.21  ,5,07:40:00,44.167
03.02.21  ,6,07:50:00,43.4
03.02.21  ,1,08:00:00,40.233
03.02.21  ,2,08:10:00,39.967
03.02.21  ,3,08:20:00,39.333
03.02.21  ,4,08:30:00,38.367
03.02.21  ,5,08:40:00,38.3
03.02.21  ,6,08:50:00,36.433
03.02.21  ,1,09:00:00,37.467
03.02.21  ,2,09:10:00,33.1
03.02.21  ,3,09:20:00,34.1
03.02.21  ,4,09:30:00,32.7
03.02.21  ,5,09:40:00,26.533
03.02.21  ,6,09:50:00,25.6
03.02.21  ,1,10:00:00,29.167
03.02.21  ,2,10:10:00,27.733
03.02.21  ,3,10:20:00,24.233
03.02.21  ,4,10:30:00,26.1
03.02.21  ,5,10:40:00,24.367
03.02.21  ,6,10:50:00,22.5
03.02.21  ,1,11:00:00,19.3
03.02.21  ,2,11:10:00,19.433
03.02.21  ,3,11:20:00,17.767
03.02.21  ,4,11:30:00,16.967
03.02.21  ,5,11:40:00,25.133
03.02.21  ,6,11:50:00,17.7
03.02.21  ,1,12:00:00,14.767
03.02.21  ,2,12:10:00,15.433
03.02.21  ,3,12:20:00,18.867
03.02.21  ,4,12:30:00,19.567
03.02.21  ,5,12:40:00,17.633
03.02.21  ,6,12:50:00,18.9
03.02.21  ,1,13:00:00,20.833
03.02.21  ,2,13:10:00,16.433
03.02.21  ,3,13:20:00,16.167
03.02.21  ,4,13:30:00,16.733
03.02.21  ,5,13:40:00,17.0
03.02.21  ,6,13:50:00,18.333
03.02.21  ,1,14:00:00,20.567
03.02.21  ,2,14:10:00,17.667
03.02.21  ,3,14:20:00,17.7
03.02.21  ,4,14:30:00,17.0
03.02.21  ,5,14:40:00,19.2
03.02.21  ,6,14:50:00,20.933
03.02.21  ,1,15:00:00,18.133
03.02.21  ,2,15:10:00,16.9
03.02.21  ,3,15:20:00,24.533
03.02.21  ,4,15:30:00,22.867
03.02.21  ,5,15:40:00,23.5
03.02.21  ,6,15:50:00,24.5
03.02.21  ,1,16:00:00,25.033
03.02.21  ,2,16:10:00,26.767
03.02.21  ,3,16:20:00,29.7
03.02.21  ,4,16:30:00,30.233
03.02.21  ,5,16:40:00,30.8
03.02.21  ,6,16:50:00,33.7
03.02.21  ,1,17:00:00,36.633
03.02.21  ,2,17:10:00,38.333
03.02.21  ,3,17:20:00,41.8
03.02.21  ,4,17:30:00,44.033
03.02.21  ,5,17:40:00,47.1
